reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.025,0.0
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.05,0.0
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.1,3.266800994129241
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.15,5.717982754637346
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.2,7.666104313846102
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.25,9.337419147614426
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.3,10.838311522494834
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.35,12.229111985499566
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.4,13.548845618217246
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.45,14.825703181024505
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.5,16.082316649575244
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.55,17.338930118125987
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.6,18.61578768093324
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.65,19.93552131365092
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.7,21.32632177665565
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.75,22.82721415153606
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.8,24.498528985304386
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.85,26.44665054451314
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.9,28.897832305021247
